question,label
"שתי מכוניות יצאו בו זמנית זו לקראת זו מערים הנמצאות במרחק של 360 ק""מ ונפגשו אחרי 144 דקות. ביום למחרת יצאה המכונית מעיר 1 לכיוון עיר 2 שעתיים אחרי שמכונית 2 יצא לכיוון עיר 1 הן נפגשו אחרי 96 דקות מרגע היציאה של מכונית שיצאה מעיר",1
פחות שקל. כמה עולה לשכור אוטובוס?,0
"אם יש לך מלבן שאורך הצלע האחת שלו גדול ב-7 מאורך הצלע השנייה. השטח של מלבן זה הוא 52 ס""מ. מצא את אורכי הצלעות של מלבן 2",1
מטרים לשנייה .אביה של טליה הגיע אל הבית בדיוק באותו הזמן שהגיעה טליה אל בית הספר א. חשב את מהירות ההליכה של טליה . ב. כמה זמן עבר מן הרגע שרננה יצאה מביתה ו עד שהגיעה אל בית הספר? 9 בעיות גאומטריות,1
"מטרים, באיזו מהירות עליו לנסוע? 1",1
"מחיר בקבוק מים קטן ב5- שקלים ממחיר של חטיף ירקות. יונתן קנתה 6 בקבוקי ו3- חטיפי ירקות ושילמה 42 שקלים. בעזרת טבלה, חשבו כמה עולה בקבוק מים וכמה חטיף ירקות.",0
﻿,1
"שני שחקני כדורגל משחקים בכדור. אחד מוסר את הכדור לשני, בעוד האחרון רץ לכדור. נתון כי שהמרחק בין השחקנים בזמן המעבר הוא 79 מטר. ידוע גם שמהירות השחקן והכדור קבועה. שנייה לאחר רגע המסירה, המרחק בין השחקן המקבל לכדור הפך ל-19 מטרים. מהירות השחקן המקבל היא X מטרים לשנייה, ומהירות הכדור היא פי שניים ממהירות השחקן. א.מהי מהירות השחקן ומהי מהירות הכדור? (במטרים לשנייה) ב. לאחר מכן הגדילו השחקנים את המרחק ביניהם, וכעת המרחק הוא 150 מטר. לאחר מה כמות זמן השחקן והכדור נפגשים אם המהירות שלהם זהה למהירות המסירה הראשונה?",1
"לרגל יום הולדתו של עידו החליטו חבריו לערוך לו מסיבה בעלות של 3,240 שקלים. ביום המסיבה הגיעו שלושה חברים נוספים ולכן החברים נדרשים כעת לחשב מחדש את דמי ההשתתפות של כל חבר. לאחר חישוב, מתברר שכל חבר צריך לשלם כעת 25% פחות ממה ששילם בפועל. כמה חברים היו במסיבה של אדו? 2",1
"היום גיל האב הוא 38 גיל הבת הוא ,5 בעוד כמה שנים יהיה גיל האב פי 3 מגיל הבת?",0
"נתון מלבן שאורכו גדול ב 4- ס''מ מרוחבו. הִגדילו את אורכו ב 3- ס''מ ואת רוחבו הִקטינו ב - ,10% כך שהתקבל מלבן בעל שטח הגדול ב - 12 סמ''ר מהמלבן המקורי. א. מצאו את אורך צלעות המלבן המקורי (צלע אחת של המלבן קטנה מ15- ס""מ). ב . מהו היחס בין שטח המלבן הגדול לשטח המלבן הקטן",1
הלל התכוננו לטיול השנתי שלהם. עלמה קנה 4 חטיפים ו-2 ממתקים ושילם 22 שקלים ורום קנה 3 חטיפים ו-3 ממתקים ושילם 21 שקלים. מה עלות הקינוח ומה עלות החטיף?,0
מה הם המספרים הנתונים?,0
"יעל ואני החלטנו ללכת אחד לעבר השני, המרחק ביניהם היה 12 ק""מ, והמהירות של יעל הייתה 3 קמ""ש והמהירות של לי הייתה 5 קמ""ש. אחרי כמה זמן הם ייפגשו אם ידוע שיצאו ביחד?",0
"אם נחסר מספר מסוים מ-30 ונחלק את התוצאה ב-2, המספר הנתון. מצא את המספר המדויק",0
"יאיר תכנן לעבור מרחק מסוים במהירות של 6 קמ""ש, ואילו גל תכנן לעבור מרחק כפול במהירות של 4 ק""מ. ידוע שהזמן שלקח ליאיר להשלים את המסלול שתכנן היה פחות ב-200 דקות מהזמן שלקח לגל להשלים את המרחק שתכנן לעבור. מצא את סכום המרחקים שעברו יאיר וגל.",1
שתי נמלים יוצאות מנקודה A באותו כיוון ובאותה מהירות לנקודה A אחורה. נמלה אחת הקיפה את החצר ואילו הנמלה השנייה הלכה בשביל שהקיף את הקטע המרוצף באבן לבנה. הנמלה שהסתובבה בחצר הגיעה לנקודה A שתי דקות מאוחר יותר מהנמלה שהלכה על הכביש. כמה מהר הולכות הנמלים? כתוב את תשובתך במטרים לדקה 7,1
"בית ספר יצא לטיול ב-7:30 בבוקר, ב-9:30 עבר רבע מהדרך ולאחר מכן העלה את מהירותו ב-45 קמ""ש והגיע ליעד כעבור שעה וחצי. מה מרחק היעד מבית הספר?",0
"שטח המשולש הוא 20 סמ""ר. אם נגדיל את צלע המשולש ב-1",1
"משני מקומות שהמרחק ביניהם 300 ק""מ יצאו רוכב אופנוע ורוכב אופניים זה לקראת זה. רוכב האופניים רכב במהירות של 20 קמ""ש. רוכב האופנוע רכב במהירות של 80 קמ""ש, הגיע ליעד ומיד חזר למקום המוצא. רוכב האופנוע פגש את רוכב האופניים פעמיים. פעם אחת בדרכו הלוך ליעד ופעם שנייה בדרכו חזרה למקום המוצא. א. כעבור כמה זמן פגש רוכב האופנוע את רוכב האופניים בדרכו הלוך? (מתחילת נסיעתו) ב. כעבור כמה זמן פגש רוכב האופנוע את רוכב האופניים בדרכו חזרה? (מתחילת נסיעתו) ג. איזה מרחק עבר רוכב האופניים עד שנפגשו בפעם השנייה ? (מתחילת נסיעתו)",1
"נגדיל את גובה הצלע ב-2 ס""מ, כך ששטח המשולש יהיה 35 ס""מ. מצא את אורך הדופן וגובה הצלע.",1
"אם ניתן לכם מלבן בשטח של 50 ס""מ, קצרו צד אחד ב-1 ס""מ ואת הצלע השנייה ב-25% - כך שתקבל מלבן בשטח של 30 ס""מ. חשב את מידות המלבן הראשון",1
"חשבו את מרחק הבלימה המתאים למכונית שמהירותה 70 קמ""ש. א",1
"טוהר החליטו לנסוע לאילת. בהלוך נסעו במהירות קבועה ללא עצירה במשך 5 שעות. בחזור נסעו למשך שעתיים באותה מהירות ואז עצרו למנוחה למשך 15 דק ואז בשל פקקים ההורידו את מהירותם ב19- קמ""ש ולכן משך הנסיעה בחזור הייתה 6 ורבע שעות. מה המרחק מרמת השרון חאילת?",0
"מכונית נוסעת במהירות של 50 קמ""ש מעיר א' לעיר ב'. בדרך חזרה מהירותה עלתה ב-10 קמ""ש, והביאה את הזמן הקצר ביותר ל-1",0
נעמה פתח חנות אניטרנטית. בכל יום מצליח למכור 30 מוצרים בעלות של 45 ₪ למוצר. עבור כל שקל אחד שיוזיל נעמה את עלות המוצר יצליח למכור באותו היום 3 מוצרים יותר. (לדוגמה: אם יוזיל ב2- שקלים יצליח למכור 36 מוצרים). ביום מסוים הצליח נעמה למכור מוצרים ב1938- ₪ . מה מספר מוצרים שיווק באותו היום? 3,1
יויו ויואב התכוננו לטיול שנתי. יויו קנה 4 חטיפים ו-2 ממתקים ושילם 22 שקלים. יואב קנה 3 חטיפים ו-3 ממתקים ושילם 21 שקלים. מה עלות הקינוח ומה עלות החטיף?,0
- מה כמות תלמידים היו בכל בית ספר לפני המעבר?,1
"בית ספר יצא לטיול בשעה 7:30 בבוקר, בשעה 9:30 עבר 1/4 מהדרך ואז הגדיל את מהירותו ב- 45 קמ""ש והגיע ליעד לאחר שעה וחצי. מה המרחק של היעד מבית הספר?",0
"אם יש לנו מלבן, צלע אחת ארוכה מהצד השני ב-4 ס""מ. אם מגדילים את הצלע הקצרה ב-25%, מתקבל ריבוע. מהו שטח המלבן?",1
"אם צלע אחת ארוכה ב-6 ס""מ מהצד השני, בנו מלבן חדש שאורכו גדול ב-4 ס""מ מהצלע הארוכה של המלבן הנתון, ושרוחבו קטן ב-2 ס""מ מהצלע הקצרה של המלבן הנתון. א. כתבו ביטוי המייצג את שטח המלבן החדש. סמל י. מצא את מידות המלבן המקורי.",1
"שני אחים נולד ו בהפרש של שנתיים. היום סכום הגילאים שלהם הוא ,34 בני מה מספר האחים?",0
"להילה 12 חולצות חדשות, היא נתנה לאחותה X מתוכן א. הביעו באמצעות x, כמה חולצות נשארו להילה ? לאחר שנתנה לאחותה את החולצות, קנתה הילה חולצות, באותה כמות שנשארו לה. ב. הביעו באמצעות x את כמות החולצות שיש להילה כעת.",0
"רהף קנה מספר כיסויים לאייפון במחיר x שקלים לכיסוי. בסך הכול שילם רהף עבור הכיסויים 4,500 שקל. לאחר מכן שיווק רהף את כל הכיסויים שקנה: 10 מהכיסויים הוא שיווק בהפסד של 5% לכיסוי, ואת שאר הכיסויים הוא מכר ברווח של 30% לכיסוי. הסכום הכולל שהרוויח רהף ממכירת הכיסויים היה 720 שקלים מצא את x.",1
"יאיר תכנן לנסוע מרחק מסוים במהירות של 6 קמ""ש ואילו גל תכנן לנסוע פי שניים מהמרחק במהירות של 4 קמ""ש. ידוע שהזמן שלקח ליאיר להשלים את המסלול שתכנן היה פחות ב-200 דקות מהזמן שלקח לגל להשלים את המרחק שתכנן לעבור. מצא את סכום המרחקים שעברו יאיר וגל.",0
"נתון מלבן שבכל פינותיו יש ריבועים שאורך צלעם 10 ס""מ. ידוע שאורך המלבן גדול ב 60%- מרוחבו וששטח שנשאר משטח המלבן לאחר החסרת שטחם של הריבועים הוא 3600 ס""מ. חשבו את ממדיו של המלבן 8",1
"מספר הבנים במסיבה גדול פי 2 ממספר הבנות. אם יתווספו למסיבה 10 בנים, ו- 5 בנות תצאנה, יהיה מספר הבנים גדול פי 4 ממספר הבנות. מה היה מספר הבנים במסיבה ?",0
מתוך מספר הפיצות האישיות שילמו תלמידי כיתות יא' עבור 6 פיצות,1
"ענו על הסעיפים הבאים א. ריתאל נסע 150 ק""מ במהירות קבועה של 60 קמ""ש. כמה זמן נסע ריתאל? ב. לביא נסע 4 שעות במהירות של 80 קמ""ש, מה המרחק שעבר? ג. בן נסע במהירות 30 קמ""ש במשך 40 דקות, מה המרחק שעבר?",1
טל 4,1
. מה היה המרחק שעבר המטוס מתל אביב לברצלונה?,0
"תעודת תיכון - 4 נ""ז - שאלון 481 - חורף 2019 בפיצריה של נאפולי מחיר פיצה משפחתית גבוה פי שלושה ממחיר פיצה אישית. הפיצריה הכריזה על 10% הנחות: 20% הנחה ברכישת פיצה אישית, ו-20% הנחה ברכישת פיצה משפחתית. תלמידי כיתות יא' קנו במכירה הפומבית 63 פיצות, חלקן אישיות וחלקן משפחתיות. המספר היה שיש פי חמישה פיצות משפחתיות",1
"נתונים 3 חדרים: א', ב', ג'. ידוע שבחדר א' יש פי 3 אנשים יותר מחדר ב' ו-פי שתיים יותר מחדר ג'. אם נוציא מכל חדר 3 אנשים יהיו בסה""כ בכל החדרים 55 אנשים. כמה אנשים יש בכל חדר?",0
"אם יש לנו מלבן עם אורך הצלע x ושטח 2 − 6 א. בעזרת x, הביטו את אורך הצלע השנייה של המלבן הנתון על ידי מלבן שכל צלעותיו גדולות ב-3 ס""מ מאורך הצלעות של המלבן הנתון b. כתוב ביטוי לשטח המלבן החדש. שטח המלבן החדש גדול ב-65 ס""מ משטח המלבן הנתון. ג מצא את אורכי הצלעות של המלבן הנתון",1
"מחיר 1 ק""ג תפוזים נמוך ב- 2 ש""ח ממחיר 1 ק""ג אגסים",0
"נתון מלבן, שצלעו האחת גדולה ב 4- ס ""מ מהאחרת. אם יגדילו את הצלע הקצרה ב - ,25% יתקבל ריבוע. מהו שטח המלבן?",1
"בצנצנת יש 8 כדורים אדומים, 2 כדורים לבנים ו-5 כדורים כחולים. הכדור נמשך באקראי מהבולר. א- מה ההסתברות שהכדור אדום? עליי. מה ההסתברות שהכדור כחול?",1
"דני ואיימי יצאו ברגל זה לקראת זה משתי עיירות במרחק של 30 קילומטרים זו מזו. הם נפגשו כעבור 4 שעות. למחרת, איימי עזבה 5 שעות אחרי שדני עזב, והם נפגשו שעתיים אחרי שאיימי עזבה. מהי מהירות ההליכה של דני ואיימי?",0
"המרחק בין ירושלים לתל אביב הוא 50 ק""מ. א. באיזה מהירות יש לנוסע על מנת להגיע מתל אביב לירושלים בשעה? ב. באיזה מהירות יש לנוסע על מנת להגיע בחצי שעה מת""א לירושלים? ג. אם נסעתי במהירות 80 קמ""ש מירושלים לתל אביב, כמה זמן ייקח לי?",0
"חשב את מרחק הבלימה המתאים למכונית שנוסעת במהירות של 70 קמ""ש. א",1
"בידיעה שאורך הקטע RN בשרטוט גדול מהקטע PM M R N P ב-2 ס""מ ומקטע PR ב-4 ס""מ. א. חשב את אורך הקטע MR, בהינתן שאורך MN הוא 65√ ס""מ. עֲבוּר. חשב את שטח המשולש ΔPMN",1
"סכום אורכי משולש ישר זווית הוא 21 ס""מ ושטחו 54 ס""מ. מצא את אורכי כל הניצבים של המשולש.",1
"שטח המשולש הוא 20 סמ""ר. אם נגדיל את צלע המשולש ב-1",1
"איתי בחר מספר, הוסיף לו 2 והכפיל את התוצאה ב-2. הוא קיבל תוצאה גדולה מ-14 מהמספר שבחר. איזה מספר בחרת איתי?",0
שי-לי עברה 40 קילומטרים תוך שעתיים. כמה מהר היא נסעה?,0
"אורכו של היתר במשולש ישר זווית הוא 193√ ס''מ. מצאו את אורכי הניצבים, אם נתון כי שסכום אורכים שלה ם הוא 19 ס''מ.",1
"נתונים שני מספרים שאחד המספרים גדול ב4- מהמספר השני, סכום שני המספרים הוא",0
מטר 60 מטר שביל שבי מגרש ל,1
"חשב את מרחק הבלימה המתאים למכונית שנוסעת במהירות של 90 קמ""ש. עֲבוּר. אם הנהג רוצה לוודא שמרחק הבלימה יהיה 19",1
על חלקת אדמה שממדיה 60 מטר ו 120- מטר רצו לבנות מגרש כדורגל כך שצורתו מלבנית עם שביל ברוחב x בשתיים מצעלות המגרש. שטח המגרש מהווה 25/33 משטח החלקה. מצאו את רוחב השביל,1
האם בת 35 ובנה בן,0
נאי . יהודה,0
"ליאור בעט כדור ב-90 קמ""ש ואדו בעט מאותו המרחק כדור ב-100 קמ""ש, וידוע שהכדור של אדו הגיע 1/60 שנייה לפני הכדור של ליאור. עד לאן בעטו עידו וליאור?",0
"נתון ריבוע. אם נגדיל שתי צלעות נגדיות שלו ב 15% נקבל מלבן שהיקפו גדול ב- 6 ס""מ מהיקף הריבוע. מה אורך צלע הריבוע? מה שטח הריבוע? מה שטח המלבן המוגדל?",0
התלמידים לא יצאו לטיול ולכן כל תלמיד שילם 40 שקלים יותר ממה שתכננו לשלם. לכתוב משוואה ולמצוא את מספר התלמידים בכיתה?,1
"סך הכל 3 שקלים. א. חשב את המחיר המקורי של הפיצה האישית, ואת המחיר המקורי של הפיצה המשפחתית (מחירים לפני הנחה). עֲבוּר. שבוע לאחר מכן הוכרזה הנחה נוספת: מי ששילם את המחיר המקורי עבור פיצה אישית יקבל פיצה אישית שלישית בחינם. כמה פיצות אישיות ניתן לרכוש במכירה פומבית זו ב-232.1 שקלים (כולל פיצה חינם?)",1
"האב בן 36 וגילאי ילדיו הם: 8, 10 ו-12 שנים. תוך מה מספר שנים גיל האב הופך להיות שווה לסכום הגילאים של שלושת ילדיו?",0
"% לפיכך נאלצה משפחת ברק להוסיף 110 שקלים למחיר הקודם. מה היה מחיר הכיסא, ומה היה מחיר השולחן בהתחלה?",1
"בית ספר יצא לטיול בשעה 7:30 בבוקר, בשעה 9:30 עבר 1/4 מהדרך ואז הגדיל את מהירותו ב- 45 קמ""ש והגיע ליעד לאחר שעה וחצי. מה המרחק של היעד מבית הספר?",0
"נתון מלבן ששטחו 50 סמ""ר. קיצרו צלע אחת ב ס ""מ אחד ואת הצלע השנייה ב 25%- כך שהתקבל מלבן ששטחו 30 סמ""ר. חשבו את ממדיו של המלבן הנתון.",1
"סוחר רכש מוצרים בשווי כולל של 800 שקל, ו-10 מוצרים היו פגומים ולכן הוא לא מכר אותם. את שאר המוצרים הוא מכר ברווח של 4 שקלים למוצר. הסוחר לא הרוויח מהעסקה, אבל הוא לא הפסיד. מה העלות של הסוחר לרכוש כל מוצר? 1",1
"ללינוי ושי ביחד 320 ₪ , ללינוי יש x ₪ א. רשמו ביטוי אלגברי לסכום הכסף שיש לשי ב. נתון שלשי יש 80 שקלים יותר, כמה כסף יש ללינוי?",0
"מטרים לשנייה .כאשר הגיע האב לרננה הם עמדו ושוחחו במשך 2 דקות והוא נתן לה את הכריך, ולאחר מכן הלך כל אחד מהם לדרכו — רננה לבית הספר והאב בחזרה אל הבית. רננה המשיכה ללכת באותה המהירות שהלכה לפני כן, והאב הלך במהירות של 1",1
"יש פי שניים יותר בנים מבנות במסיבה. אם יתווספו למסיבה 10 בנים, ויעזבו 5 בנות, מספר הבנים יהיה גדול פי 4 ממספר הבנות. כמה ילדים היו במסיבה?",0
אם נחלק שני מספרים אחד בשני נקבל 4 ואם נחבר את שני המספרים נקבל 60 מה הם שני המספרים?,0
"נתון משולש ישר זווית שאורך היתר שלו הוא 610√ ס""מ. נתון שאורך ניצב אחד של המשולש היא a ס""מ ואורך הצלע השנייה הוא 5 − ��2 ס""מ מצאו שטחו של המשולש.",1
"נתון מלבן ששטחו 40 סמ""ר. ממלבן זה יצרו מלבן חדש, אורך צלע אחת הקטינו ב 1- ס""מ ואת הצלע השנייה הקטינו ב 2- ס""מ והתקבל מלבן שהיקפו 22 ס""מ. מצאו את צלעות המלבן המקורי",1
"יונתן צריך להשלים מסלול של 140 ק""מ, ולאחר שעבר 20 ק""מ הוא שם לב שעליו להגיע ליעד תוך שעה וחצי. כמה מהר יונתן צריך לנסוע כדי להגיע בזמן לפגישתו?",0
"ענה על הסעיפים הבאים א. יוסי עבר מרחק של 150 קילומטרים במהירות קבועה של 60 קילומטרים לשעה. כמה זמן נסע יוסי? עליי. דורון נהג ברכב במשך ארבע שעות במהירות של 80 קמ""ש. כמה רחוק הוא נסע? ג' בן נסע במהירות של 30 קמ""ש במשך 40 דקות. כמה רחוק הוא נסע?",0
נתון מלבן שאורך צלע אחת שלו היא a ואורך הצלע השנייה גדולה פי,1
"משאית יוצאת בשעה 8:00 בבוקר מעיר א' לעיר ב' במהירות קבועה, מרחק של 210 קילומטרים. בדרך חזרה היא הלכה בדרך עפר שהייתה קצרה ממנה ב-30 ק""מ, כך שמהירותה ירדה ב-10 ק""מ לשעה. זמן הטיסה הלוך ושוב היה זהה. באיזו שעה הגיעה המשאית לעיר א'?",0
"192 משחקי מחשב ארוזים ב-4 סטים גדולים, 6 סטים קטנים ו-3 סטים קטנים. החבילה הגדולה מכילה 20% יותר משחקי מחשב מהצרור הבינוני, והחבילה הקטנה מכילה 2/3 מכמות המשחקים בחבילה הבינונית. כמה משחקי מחשב יש בחבילה הממוצעת? 4",0
"מחיר 1 ק""ג תפוזים נמוך ב- 2 ש""ח ממחיר 1 ק""ג אגסים",0
"נתון מלבן שהיקפו 30 ס""מ. נסמן ב -x את אחת מצלעות המלבן הנתון א. קבעו את אורך הצלע השנייה שהמלבן המקורי )בעזרת x ) 15 − �� 30 − 2�� 30 − �� מהמלבן זה יצרו מלבן חדש שצלע אחת שלו קצרה ב 3- ס""מ והצלע השנייה, האריכו ב 2- ס""מ מאורכי הצלעות של המלבן הנתון. ב . הביעו בעזרת x את צלעות המלבן החדש. ג. מה תחום ההצבה של x ? ד. חשבו את היקף המלבן החדש נתון ששטח המלבן החדש, גדול ב 4- סמ""ר משטח המלבן המקורי ה. רשמו משוואה ומצאו את אורכי צלעות המלבן המקורי",1
"למלבן עם ריבועים בכל הפינות יש אורך צד של 10 ס""מ. נתון כי כי אורך המלבן גדול ב-60% מרוחבו, וכי יתרת השטח של פני המלבן לאחר הפחתת שטח הריבועים הוא 3600 ס""מ. חשב את מידות המלבן 8",1
יונתן הולך לבית הספר מרחק של 1,1
"שני אלקטרונים מאיצים במאיץ חלקיקים, האחד במחצית ממהירות האור והשני ברבע ממהירות האור. ידוע שהחלקיק הנע מהר יותר עובר מרחק גדול פי 6 מהמרחק שעובר החלקיק האיטי יותר בזמן הקצר יותר של 1/1500 שניה. מצא את המרחק שעבר האובייקט האיטי יותר. (מהירות האור היא 300 אלף קילומטרים לשנייה).",1
אב בן 36 ובנו בן,0
"אורך שאר המשולש הישר זווית הוא 193√ ס""מ. מצא את אורכי הניצבים אם סכום אורכיהם הוא 19 ס""מ",1
"אמא עדי בת 28. בתה, שר, בת 4. בעוד כמה שנים גילה של חם עדי יהיה פי 4 מזה של שר?",0
"%- מצאו את צלעות המשולש, אם נתון שהיקפו הוא 33",1
עלות המכנסיים היא 25 שקלים יותר ממחיר החולצה. ניר קנה 3 מכנסיים ו-5 חולצות ושילם 475 שקלים. כמה נכנס אדם?,0
"נחמה עבדו בקיץ כמאמנים במחנה כדורסל. אני יודע שהם קיבלו ביחד 2,800 שקל (המשכורת שלהם לא בהכרח שווה). יהודה בזבז 20% ממשכורתו בעוד שרום הצליח להרוויח 32% ממה שהרוויח ממחנה הקיץ שלו כתוספת. ידוע שבסוף הקיץ היה להם סכום כולל של 2,890 שקלים. מה מספר הרוויח יהודה במחנה קיץ?",0
"להלה יש 12 חולצות חדשות. היא נתנה לאחותה לאחר שהלה נתנה את החולצות לאחותה, היא קנתה את החולצות באותה כמות שנשארה לה. עליי. הבע באמצעות x את מספר החולצות שבבעלות Hala כעת.",0
"שלושה אחים הם בני 7 , 9 ו- 14 שנים. בעוד כמה שנים יהיה סכום הגילים שלהם 60 ?",0
עגילו של אלה פי 3 מגילו של מריה. לפני 10 שנים היה גילו של אלה פי 7 מגילו של מריה. בני מה מספר הם היום?,0
"כרמל פתח חנות מקוונת. מדי יום הוא מסוגל למכור 30 מוצרים בעלות של 45 שקלים למוצר. על כל שקל שעמית מוזיל את עלות המוצר, הוא יוכל למכור עוד 3 מוצרים באותו יום. (לדוגמה: אם היה מוריד 2 שקלים, הוא יוכל למכור 36 מוצרים). יום אחד הצליח כרמל למכור מוצרים ב-1,938 שקלים. מה כמות מוצרים הוא מכר באותו יום? 3",1
"דוד החליטו לנסוע לאילת. הם הלכו במהירות קבועה ללא עצירה במשך 5 שעות. בדרך חזרה הם נסעו שעתיים באותה מהירות, ואז עצרו למנוחה של 15 דקות. לאחר מכן, עקב עומסי תנועה, הורידו את המהירות ב-19 קמ""ש, כך שמשך הנסיעה חזרה עמד על 6 שעות ורבע. מה המרחק מרמת השרון שילת?",0
"אם יש לך מלבן שאורך הצלע האחת שלו גדול ב-7 מאורך הצלע השנייה. השטח של מלבן זה הוא 52 ס""מ. מצא את אורכי הצלעות של מלבן 2",1
"בכד 8 כדורים אדומים, 2 כדורים לבנים ו 5 כדורים כחולים. מוציאים באקראי כדור מהכד. א. מה ההסתברות שהכדור יהיה אדום? ב. מה ההסתברות שהכדור יהיה כחול?",1
"להלה יש 12 חולצות חדשות. היא נתנה לאחותה לאחר שהלה נתנה את החולצות לאחותה, היא קנתה את החולצות באותה כמות שנשארה לה. עליי. הבע באמצעות x את מספר החולצות שבבעלות Hala כעת.",0
זוהר הלכו יחדיו לחנות כלי כתיבה. באותה חנות עלות עיפרון היא 3 ₪ ועלות עט היא 6 .₪ בת שבע תיכנן לקנות מספר עטים ומספר עפרונות בעלות כוללת של 33 שקלים. א. תנו 2 דוגמאות לכמות של עפרונות ועטים שקנה בת שבע שתתאים לתנאי השאלה. עמית רכש 3 עפרונות פחות מתומר ועט אחד יותר בעלות כוללת של 30 שקלים ב. מה כמות עטים ועפרונות קנה בת שבע?,0
טוהר מבוגרת מאיתי ב- 3 שנים. בעוד 10 שנים יהיה סכום הגילים של טוהר ואיתי 37 . בני כמה הם היום?,0
קבוצה של 45 אנשים שכרה אוטובוס לטיול. מחיר השכירות התחלק שווה בשווה בין כל האנשים. יומיים לפני הטיול הצטרפו לקבוצה עוד 5 אנשים ולכן כל משתתף שילם 5,1
"הגיעה לעיר B ומיד חזרה לכיוון עיר A ונפגשה עם המכונית השנייה המרחק בין הערים 210 ק""מ מה המהירויות של המכוניות?",1
"שתי מכוניות יצאו בו-זמנית מעיר א' לעיר ב', ואחת מהן נסעה במהירות השווה לפי 1",1
"חברת לילך, העוסקת בהפניית עובדי ניקיון לעבודה בקבלנות, מפרסמת: עובדים המוכנים לעבוד במשמרות, יקבלו אצלנו תוספת בשיעור של 20% מהמשכורת, עד לתוספת של 800 ש""ח לכל היותר. לפניכם 4 גרפים אשר רק שניים מהם מתאימים לתנאים הבאים: א. התאימו גרף המתאר את התוספת בשקלים למשכורת המוגדלת, כפונקציה של המשכורת המקורית. ב. התאימו גרף המתאר את המשכורת המוגדלת בשקלים (בעקבות התוספת), כפונקציה של המשכורת המקורית. נמקו את בחירתכם.",1
בת הולך לבית הספר במרחק קילומטר אחד,1
"חברת מייה, המפנה עובדי ניקיון לעבודות קבלניות, מפרסמת: עובדים שירצו לעבוד במשמרות יקבלו תוספת של 20% בשכרם, עד תוספת של 800 שקלים לכל היותר. להלן 4 גרפים, שרק שניים מהם עומדים בתנאים הבאים: א. התאימו גרף המתאר את העלייה בשקלים לשכר המוגדל, כפונקציה של השכר המקורי. עֲבוּר. התאימו את הגרף המתאר את השכר המוגדל בשקלים (לאחר ההעלאה), כפונקציה של השכר המקורי, ונמקו את בחירתכם.",1
"חן איבר רץ במהירות של 300 מטר לדקה. מה כמות רחוק נסעת ב-5 דקות, וכמה מהר נסעת?",0
בבחינה יש 25 שאלות. על כל תשובה נכונה מקבלים 4 נקודות. על כל תשובה לא נכונה מורידים 2 נקודות. רן ניגש לבחינה וקיבל את הציון 70 . כמה תשובות נכונות ענה רן בבחינה ?,0
קופסה א' מכילה 30% יותר עוגות מקופסה ב'. ידוע שיויו אכל 5 חתיכות עוגה מקופסה א' ויואב אכל 14% מהעוגות מקופסה ב'. לאחר שאכלו היו בקופסה א' יותר 17 עוגיות מאשר בקופסה ב'. כמה עוגיות אכל יואב?,0
"ספורטאי מתאמן להשתתף במרוץ אופניים בן 6 שעות במסלול הכולל מסלולי עלייה וירידה. אורך העלייה גדול ב-12 ק""מ. מהירות העלייה הייתה 10 קמ""ש ומהירות הירידה הייתה 14 קמ""ש. מה אורך השביל כולו?",0
מה המחיר של קילו תפוחים ומה המחיר של קילו אגסים לפני עליית המחיר?,1
"ואת הגובה לצלע זו נאריך ב 2- ס""מ ,יהיה שטח המשולש 35 סמ""ר. מצאו את אורך הצלע ואת אורך הגובה אליה.",1
"אם יש לכם ריבוע עם הצלע x, בנו מלבן חדש, שאורכו גדול ב-4 ס""מ מאורך הצלע של הריבוע, ורוחבו קטן ב-7 ס""מ מאורך הצלע של הריבוע הנתון. א. כתוב ביטוי להיקף של מלבן B. כתוב ביטוי לשטח של מלבן C. כתוב ביטוי להפרש בין שטחי המבלין לריבוע אם שטח הריבוע גדול ב-58 מ""ר ד. מצא את הערך של x1",1
"נתון ריבוע שממדיו הם 13 ס""מ צבעו מתוך המלבן 2 ריבועים שסכום שטחיהם הוא 97 סמ""ר מצאו את ממדי הריבועים הצבועים.",1
"ארזו 192 משחקי מחשב ב4- חבילות גדולות, 6 חבילות בנוניות ו3- חבילות קטנות. בחבילה גדולה יש 20% יותר משחקי מחשב מאשר בחבילה הבינונית וחבילה הקטנה יש 2/3 מכמות ה משחקים שיש בחבילה הבינונית. כמה משחקי מחשב יש בחבילה הבינונית? 4",0
"ריבוע בקוטר 162√ ס""מ. הגדל שתי צלעות מנוגדות של ריבוע באורך נתון וקצר שתי צלעות מנוגדות באורך זהה. ניתן מלבן בשטח של 72 סמ""ר. מצא את ההארכה/הקיצור של כל צד.",1
אם נחלק מספר נתון ב11- ומהתוצאה שתתקבל נוריד 2 נקבל,0
"ספינה יצאה לשיט מנקודת מוצא בנמל. הספינה שטה 24 ק""מ מזרחה ואחר כך 10 ק""מ דרומה. לבסוף חזרה לנמל בקו ישר בדיוק לנקודת ההתחלה. א. כמה ק""מ שטה הספינה בדרכה חזרה ? ידוע שמשך כל השיט (הלוך וחוזר) היה שעתיים וחצי והספינה שטה במהירות קבוע לאורך כל השיט ב. מה היית ה מהירות הספינה במהלך השיט?",0
בעוד כמה שנים יהיה גיל האם פי 3 מגיל בנה?,0
